verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,g_cons_verse,stem,tense,subject,subj_heb,complement,cmpl_heb,dir_he,dir_he_dss_verse,preposition_1,preposition_2,preposition_3
1909471,<BR[,1Qisaa,Isaiah,40,27,J<BWR,יעבור ,LMH T>WMR J<QWB W TDBR JFR>L NSTRH DRKJ M JHWH W M >LWHJ MCPVJ J<BWR,qal,impf,,,,,,0,,,
226055,<LH[,MT,Isaiah,40,31,J<LW,יַעֲל֥וּ ,W QWJ JHWH JXLJPW KX J<LW >BR K NCRJM JRWYW W L> JJG<W JLKW W L> JJ<PW,hif,impf,,,,,,,,,
1909525,<LH[,1Qisaa,Isaiah,40,31,J<LW,יעלו ,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,hifil,impf,,,,,,0,,,
226064,HLK[,MT,Isaiah,40,31,JLKW,יֵלְכ֖וּ ,W QWJ JHWH JXLJPW KX J<LW >BR K NCRJM JRWYW W L> JJG<W JLKW W L> JJ<PW,qal,impf,,,,,,,,,
1909533,HLK[,1Qisaa,Isaiah,40,31,JLKW,ילכו ,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,qal,impf,,,,,,0,,,
225640,GLH[,MT,Isaiah,40,5,NGLH,נִגְלָ֖ה ,W NGLH KBWD JHWH W R>W KL BFR JXDW KJ PJ JHWH DBR,nif,perf,KBWD JHWH,כְּבֹ֣וד יְהוָ֑ה ,,,,,,,
1909084,GLH[,1Qisaa,Isaiah,40,5,NGLH,נגלה ,W NGLH KBWD JHWH W R>W KWL BFR JXDJW KJ> PJ> JHWH DBR,nifal,perf,,,,,,0,,,
225696,<LH[,MT,Isaiah,40,9,<LJ,עֲלִי־,<L HR GBH <LJ LK MBFRT YJWN HRJMJ B KX QWLK MBFRT JRWCLM HRJMJ >L TJR>J >MRJ L <RJ JHWDH HNH >LHJKM,qal,impv,,,<L HR GBH,עַ֣ל הַר־גָּבֹ֤הַ ,0,,<L,,
1909147,<LH[,1Qisaa,Isaiah,40,9,<LJ,עלי ,<L HR GBH <LJ LKJ MBFRT YJWN HRJMJ B KWX QWLK MBFRT JRWCLJM HRJMJ >L TJR>J >MWRJ L <RJ JHWDH HNH >LWHHKMH,qal,impv,,,,,,0,,,
226075,NGC[,MT,Isaiah,41,1,JGCW,יִגְּשׁוּ֙ ,HXRJCW >LJ >JJM W L>MJM JXLJPW KX JGCW >Z JDBRW JXDW L MCPV NQRBH,qal,impf,,,,,,,,,
1909545,NGC[,1Qisaa,Isaiah,41,1,JGWCW,יגושו ,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,qal,impf,,,,,,0,,,
226082,QRB[,MT,Isaiah,41,1,NQRBH,נִקְרָֽבָה׃ ,HXRJCW >LJ >JJM W L>MJM JXLJPW KX JGCW >Z JDBRW JXDW L MCPV NQRBH,qal,impf,,,,,,,,,
1909551,QRB[,1Qisaa,Isaiah,41,1,NQRBH,נקרבה ,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,qal,impf,,,,,,0,,,
1909569,JRD[,1Qisaa,Isaiah,41,2,JWRJD,יוריד ,MJ H<JR M MZRX YDQ W JQR>HW L RGLJW W JTN L PNJW GW>JM W MLKJM JWRJD W JTN K <PR XRBW K QC NWDP QCTW,hifil,impf,,,,,,0,,,
226395,NGC[,MT,Isaiah,41,21,HGJCW,הַגִּ֨ישׁוּ֙ ,QRBW RJBKM J>MR JHWH HGJCW <YMWTJKM J>MR MLK J<QB,hif,impv,,,,,,,,,
1909881,NGC[,1Qisaa,Isaiah,41,21,HGJCW,הגישו ,QRBW RJBKMH JW>MR JHWH HGJCW <YMWTJKMH JW>MR MLK J<QWB,hifil,impv,,,,,,0,,,
226391,QRB[,MT,Isaiah,41,21,QRBW,קָרְב֥וּ ,QRBW RJBKM J>MR JHWH HGJCW <YMWTJKM J>MR MLK J<QB,piel,impv,,,,,,,,,
1909877,QRB[,1Qisaa,Isaiah,41,21,QRBW,קרבו ,QRBW RJBKMH JW>MR JHWH HGJCW <YMWTJKMH JW>MR MLK J<QWB,piel,impv,,,,,,0,,,
226420,BW>[,MT,Isaiah,41,22,B>WT,בָּאֹ֖ות ,JGJCW W JGJDW LNW >T >CR TQRJNH H R>CNWT MH HNH HGJDW W NFJMH LBNW W ND<H >XRJTN >W H B>WT HCMJ<NW,qal,ptca,,,,,,,,,
1909908,BW>[,1Qisaa,Isaiah,41,22,B>WT,באות ,JGJCW W JGJDW LNW >T >CR TQR>WN H R>JCWNWT MH HNH HGJDW W NFJMH LBNW W ND<H >W >XRWNWT >W H B>WT HCMJ<WNW,qal,ptca,,,,,,0,,,
226400,NGC[,MT,Isaiah,41,22,JGJCW,יַגִּ֨ישׁוּ֙ ,JGJCW W JGJDW LNW >T >CR TQRJNH H R>CNWT MH HNH HGJDW W NFJMH LBNW W ND<H >XRJTN >W H B>WT HCMJ<NW,hif,impf,,,,,,,,,
1909887,NGC[,1Qisaa,Isaiah,41,22,JGJCW,יגישו ,JGJCW W JGJDW LNW >T >CR TQR>WN H R>JCWNWT MH HNH HGJDW W NFJMH LBNW W ND<H >W >XRWNWT >W H B>WT HCMJ<WNW,hifil,impf,,,,,,0,,,
226464,BW>[,MT,Isaiah,41,25,JB>,יָבֹ֤א ,H<JRWTJ M YPWN W J>T M MZRX CMC JQR> B CMJ W JB> SGNJM KMW XMR W KMW JWYR JRMS VJV,qal,impf,,,,,,,,,
1909954,BW>[,1Qisaa,Isaiah,41,25,JBW>W,יבואו ,H<JRWT M YPWN W J>TJW M MZRX CMC W JQR> B CMW W JBW>W SGNJM KMW XMR W KMW JWYR W JRMWS VJV,qal,impf,,,,,,0,,,
226520,CWB[,MT,Isaiah,41,28,JCJBW,יָשִׁ֥יבוּ ,W >R> W >JN >JC W M >LH W >JN JW<Y W >C>LM W JCJBW DBR,hif,impf,,,,,,,,,
1910012,CWB[,1Qisaa,Isaiah,41,28,JCJBW,ישיבו ,W >R>H W >JN >JC W M >LH W >JN JW<Y >C>LM W JCJBW DBR,hifil,impf,,,,,,0,,,
226108,<BR[,MT,Isaiah,41,3,J<BWR,יַעֲבֹ֣ור ,JRDPM J<BWR CLWM >RX B RGLJW L> JBW>,qal,impf,,,,,,,,,
1909583,<BR[,1Qisaa,Isaiah,41,3,J<BWR,יעבור ,W JRDPM W J<BWR CLWM >WRX B RGLJW LW> JBJNW,qal,impf,,,,,,0,,,
226114,BW>[,MT,Isaiah,41,3,JBW>,יָבֹֽוא׃ ,JRDPM J<BWR CLWM >RX B RGLJW L> JBW>,qal,impf,,,,,,,,,
226140,QRB[,MT,Isaiah,41,5,QRBW,קָרְב֖וּ ,R>W >JJM W JJR>W QYWT H >RY JXRDW QRBW W J>TJWN,qal,perf,,,,,,,,,
1909617,QRB[,1Qisaa,Isaiah,41,5,QRBW,קרבו ,R>W >JJM W JR>W QY>WWT H >RY JXDW QRBW W >TJWN,qal,impv,,,,,,0,,,
226545,JY>[,MT,Isaiah,42,1,JWYJ>,יֹוצִֽיא׃ ,HN <BDJ >TMK BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW MCPV L GWJM JWYJ>,hif,impf,,,L GWJM,לַגֹּויִ֥ם ,0,,L,,
1910040,JY>[,1Qisaa,Isaiah,42,1,JWYJ>,יוציא ,HNH <BDJ >TMWKH BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW W MCPVW L GW>JM JWYJ>,hifil,impf,,,,,,0,,,
226685,JRD[,MT,Isaiah,42,10,JWRDJ,יֹורְדֵ֤י ,CJRW L JHWH CJR XDC THLTW M QYH H >RY JWRDJ H JM W ML>W >JJM W JCBJHM,qal,ptca,,,,,,,,,
1910190,JRD[,1Qisaa,Isaiah,42,10,JWRDJ,יורדי ,CJRW L JHWH CJR XDC W THLTW M QYH H >RY JWRDJ H JM W MLW>W >JJM W JWCBJHM,qal,ptca,,,,,,0,,,
226721,JY>[,MT,Isaiah,42,13,JY>,יֵצֵ֔א ,JHWH K GBWR JY> K >JC MLXMWT J<JR QN>H JRJ< >P JYRJX <L >JBJW JTGBR,qal,impf,JHWH,יְהוָה֙ ,,,,,,,
1910228,JY>[,1Qisaa,Isaiah,42,13,JY>,יצא ,JHWH K GBWR JY> K >JC MLXMWT J<JR QN>H JWDJ< >P JYRJX <L >WJBJW JTGBR,qal,impf,,,,,,0,,,
226764,HLK[,MT,Isaiah,42,16,HWLKTJ,הֹולַכְתִּ֣י ,W HWLKTJ <WRJM B DRK L> JD<W B NTJBWT L> JD<W >DRJKM >FJM MXCK L PNJHM L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTM W L> <ZBTJM,hif,perf,,,B DRK,בְּדֶ֨רֶךְ֙ ,0,,B,,
1910273,HLK[,1Qisaa,Isaiah,42,16,HWLJKTJ,הוליכתי ,W HWLJKTJ <WRJM B DRK W LW> JD<W B NTJBWT LW> JD<W >DRJKM >FJMH MHCWKJM L PNJHMH L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTJM W LW> <ZBTJM,hifil,perf,,,,,,0,,,
226826,CLX[,MT,Isaiah,42,19,>CLX,אֶשְׁלָ֑ח ,MJ <WR KJ >M <BDJ W XRC K ML>KJ >CLX MJ <WR K MCLM W <WR K <BD JHWH,qal,impf,,,,,,,,,
1910338,CLX[,1Qisaa,Isaiah,42,19,>CLX,אשלח ,MJ <WR KJ> >M <BDJ W XRC K ML>KJ >CLX MJ <W>R K MCLM W ><W>R K <BD JHWH,qal,impf,,,,,,0,,,
226880,CWB[,MT,Isaiah,42,22,HCB,הָשַֽׁב׃ ,W HW> <M BZWZ W CSWJ HPX B XWRJM KLM W B BTJ KL>JM HXB>W HJW L BZ W >JN MYJL MCSH W >JN >MR HCB,hif,impv,,,,,,,,,
1910396,CWB[,1Qisaa,Isaiah,42,22,HCB,השב ,W HW>H <M BZWZ W CSWJ HPX B XWRJM KWLM W B BTJ KL>JM HWXB>W HJW L BZ W >JN MYJL L MCWSH W >JN >WMR HCB,hifil,impv,,,,,,0,,,
226910,HLK[,MT,Isaiah,42,24,HLWK,הָלֹ֔וךְ ,MJ NTN L MCWSH J<QB W JFR>L L BZZJM H LW> JHWH ZW XV>NW LW W L> >BW B DRKJW HLWK W L> CM<W B TWRTW,qal,infa,,,B DRKJW,בִדְרָכָיו֙ ,0,,B,,
1910431,HLK[,1Qisaa,Isaiah,42,24,HLWK,הלוך ,MJ> NTN L MCWSH J<QWB W JFR>L L BWZZJM H LW> JHWH ZH XV>NW LW W LW> >BW B DRKJW L HLWK W LW> CM<W B TWRTJW,qal,infc,,,,,,0,,,
226569,JY>[,MT,Isaiah,42,3,JWYJ>,יֹוצִ֥יא ,QNH RYWY L> JCBWR W PCTH KHH L> JKBNH L >MT JWYJ> MCPV,hif,impf,,,,,,,,,
1910065,JY>[,1Qisaa,Isaiah,42,3,JWYJ>,יוציא ,QNH RYWY LW> JCBWR W PCTH KHH LW> JKBH L >MT JWYJ> MCPV,hifil,impf,,,,,,0,,,
226612,HLK[,MT,Isaiah,42,5,HLKJM,הֹלְכִ֥ים ,KH >MR H >L JHWH BWR> H CMJM W NWVJHM RQ< H >RY W Y>Y>JH NTN NCMH L <M <LJH W RWX L HLKJM BH,qal,ptca,,,BH,בָּֽהּ׃ ,0,,BH,,
1910109,HLK[,1Qisaa,Isaiah,42,5,HWLKJM,הולכים ,KWH >MR H >L H >LWHJM BWRH H CMJM W NWVJHMH RWQ< H >RY W Y>Y>JH NWTN NCMH L <M <LJH> W RWX L HWLKJM BH,qal,ptca,,,,,,0,,,
226638,JY>[,MT,Isaiah,42,7,HWYJ>,הֹוצִ֤יא ,L PQX <JNJM <WRWT L HWYJ> M MSGR >SJR M BJT KL> JCBJ XCK,hif,infc,,,M MSGR,מִמַּסְגֵּר֙ ,0,,M,,
1910137,JY>[,1Qisaa,Isaiah,42,7,HWYJ>,הוציא ,L PQWX <JNJM <WRWT L HWYJ> M MSGR >SWR W M BJT KL> JWCBJ XWCK,hifil,infc,,,,,,0,,,
226665,BW>[,MT,Isaiah,42,9,B>W,בָ֑אוּ ,H R>CNWT HNH B>W W XDCWT >NJ MGJD B VRM TYMXNH >CMJ< >TKM,qal,perf,,,,,,,,,
1910167,BW>[,1Qisaa,Isaiah,42,9,B>W,באו ,H RJCWNWT HNH B>W W H XDCWT >NJ MGJD B VRM TYMXNH >CMJ< >TKMH,qal,perf,,,,,,0,,,
227159,CWB[,MT,Isaiah,43,13,JCJBNH,יְשִׁיבֶֽנָּה׃ ס ,GM M JWM >NJ HW> W >JN M JDJ MYJL >P<L W MJ JCJBNH,hif,impf,MJ,מִ֥י ,,,,,,,
1910689,CWB[,1Qisaa,Isaiah,43,13,JCJBNH,ישיב׳נה ,GM M JWM >NJ HW>H W >JN M JDJ MYJL >P<WLH W MJ JCJBNH,hifil,impf,,,,,,0,,,
227167,CLX[,MT,Isaiah,43,14,CLXTJ,שִׁלַּ֣חְתִּי ,KH >MR JHWH G>LKM QDWC JFR>L LM<NKM CLXTJ BBLH W HWRDTJ BRJXJM KLM W KFDJM B >NJWT RNTM,piel,perf,,,BBLH,בָבֶ֗לָה ,1,,,,
1910698,CLX[,1Qisaa,Isaiah,43,14,CLXTJ,שלחתי ,KWH >MR JHWH GW>LKMH QDWC JFR>L LM<NKMH CLXTJ B BBL W HWRDTJ BRJXJM KWLM W KFDJJM B >WNJWT RNTMH,piel,perf,,,,,,0,,,
227170,JRD[,MT,Isaiah,43,14,HWRDTJ,הֹורַדְתִּ֤י ,KH >MR JHWH G>LKM QDWC JFR>L LM<NKM CLXTJ BBLH W HWRDTJ BRJXJM KLM W KFDJM B >NJWT RNTM,hif,perf,,,,,,,,,
1910702,JRD[,1Qisaa,Isaiah,43,14,HWRDTJ,הורדתי ,KWH >MR JHWH GW>LKMH QDWC JFR>L LM<NKMH CLXTJ B BBL W HWRDTJ BRJXJM KWLM W KFDJJM B >WNJWT RNTMH,hifil,perf,,,,,,0,,,
227199,JY>[,MT,Isaiah,43,17,MWYJ>,מֹּוצִ֥יא ,H MWYJ> RKB W SWS XJL W <ZWZ JXDW JCKBW BL JQWMW D<KW K PCTH KBW,hif,ptca,,,,,,,,,
1910733,JY>[,1Qisaa,Isaiah,43,17,MWYJ>,מוציא ,H MWYJ> RKB W SWS W XJL W <WZWZ JXDJW JCKWBW BL JQWMW D<KW K PCTH KBW,hifil,ptca,,,,,,0,,,
226959,<BR[,MT,Isaiah,43,2,T<BR,תַעֲבֹ֤ר ,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,qal,impf,,,B MJM,בַּמַּ֨יִם֙ ,0,,B,,
1910483,<BR[,1Qisaa,Isaiah,43,2,T<BWR,תעבור ,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,qal,impf,,,,,,0,,,
226972,HLK[,MT,Isaiah,43,2,TLK,תֵלֵ֤ךְ ,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,qal,impf,,,BMW >C,בְּמֹו־אֵשׁ֙ ,0,,BMW,,
1910494,HLK[,1Qisaa,Isaiah,43,2,TLK,תלך ,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,qal,impf,,,,,,0,,,
227276,BW>[,MT,Isaiah,43,23,HBJ>T,הֵבֵ֤יאתָ ,L> HBJ>T LJ FH <LTJK W ZBXJK L> KBDTNJ L> H<BDTJK B MNXH W L> HWG<TJK B LBWNH,hif,perf,,,LJ,לִּי֙ ,0,,LJ,,
1910817,BW>[,1Qisaa,Isaiah,43,23,HBJ>WTH,הביאותה ,LW> HBJ>WTH LJ FH L <WLH W B ZBXJKH LW> KBDTNJ W LW> <FJTH LJ> MNXH W LW> HWG<TJKH B LBWNH,hifil,perf,,,,,,0,,,
227020,BW>[,MT,Isaiah,43,5,>BJ>,אָבִ֣יא ,>L TJR> KJ >TK >NJ M MZRX >BJ> ZR<K W M M<RB >QBYK,hif,impf,,,M MZRX,מִמִּזְרָח֙ ,0,,M,,
1910545,BW>[,1Qisaa,Isaiah,43,5,>BJ>,אביא ,>L TJR> KJ> >TKH >NJ M MZRX >BJ> ZR<KH W M M<RB >QBYKH,hifil,impf,,,,,,0,,,
227025,QBY[,MT,Isaiah,43,5,>QBYK,אֲקַבְּצֶֽךָּ׃ ,>L TJR> KJ >TK >NJ M MZRX >BJ> ZR<K W M M<RB >QBYK,piel,impf,,,M M<RB,מִֽמַּעֲרָ֖ב ,0,,M,,
1910550,QBY[,1Qisaa,Isaiah,43,5,>QBYKH,אקבצ׳כה ,>L TJR> KJ> >TKH >NJ M MZRX >BJ> ZR<KH W M M<RB >QBYKH,piel,impf,,,,,,0,,,
227036,BW>[,MT,Isaiah,43,6,HBJ>J,הָבִ֤יאִי ,>MR L YPWN TNJ W L TJMN >L TKL>J HBJ>J BNJ M RXWQ W BNWTJ M QYH H >RY,hif,impv,,,M RXWQ,מֵרָחֹ֔וק ,0,,M,,
1910561,BW>[,1Qisaa,Isaiah,43,6,HBJ>W,הביאו ,>WMR L YPWN TNJ W L TJMN >L TKL>J HBJ>W BNJ M RXWQ W BNWTJ M QYWJ H >RY,hifil,impv,,,,,,0,,,
227058,JY>[,MT,Isaiah,43,8,HWYJ>,הֹוצִ֥יא ,HWYJ> <M <WR W <JNJM JC W XRCJM W >ZNJM LMW,hif,infc,,,,,,,,,
1910585,JY>[,1Qisaa,Isaiah,43,8,HWYJ>W,הוציאו ,HWYJ>W <M <W>R <JNJM JC W XRCJM W >WZNJM LMW,hifil,impv,,,,,,0,,,
227075,>SP[,MT,Isaiah,43,9,J>SPW,יֵאָֽסְפוּ֙ ,KL H GWJM NQBYW JXDW W J>SPW L>MJM MJ BHM JGJD Z>T W R>CNWT JCMJ<NW JTNW <DJHM W JYDQW W JCM<W W J>MRW >MT,nif,impf,L>MJM,לְאֻמִּ֔ים ,,,,,,,
1910602,>SP[,1Qisaa,Isaiah,43,9,J>SPW,יאספו ,KWL H GW>JM NQBYW JXDJW W J>SPW L>WMJM MJ BHMH W JGJDW ZW>T W RJCWNWT JCMJ<W JTNW <DJHMH W JYDQW W JCMJ<W W JW>MRW >MT,nifal,impf,,,,,,0,,,
227072,QBY[,MT,Isaiah,43,9,NQBYW,נִקְבְּצ֣וּ ,KL H GWJM NQBYW JXDW W J>SPW L>MJM MJ BHM JGJD Z>T W R>CNWT JCMJ<NW JTNW <DJHM W JYDQW W JCM<W W J>MRW >MT,nif,perf,KL H GWJM,כָּֽל־הַגֹּויִ֞ם ,,,,,,,
1910599,QBY[,1Qisaa,Isaiah,43,9,NQBYW,נקבצו ,KWL H GW>JM NQBYW JXDJW W J>SPW L>WMJM MJ BHMH W JGJDW ZW>T W RJCWNWT JCMJ<W JTNW <DJHMH W JYDQW W JCMJ<W W JW>MRW >MT,nifal,perf,,,,,,0,,,
227526,QBY[,MT,Isaiah,44,11,JTQBYW,יִֽתְקַבְּצ֤וּ ,HN KL XBRJW JBCW W XRCJM HMH M >DM JTQBYW KLM J<MDW JPXDW JBCW JXD,hit,impf,KLM,כֻלָּם֙ ,,,,,,,
1911087,QBY[,1Qisaa,Isaiah,44,11,JTQBYW,יתקבצו ,HNH KWL XWBRJW JBWCW W XRCJM HMH M >DM JTQBYW KWLM W <MWDW W PXDW JBWCW JXDJW,hitpael,impf,,,,,,0,,,
227593,LQX[,MT,Isaiah,44,14,JQX,יִּקַּ֤ח ,L KRT LW >RZJM W JQX TRZH W >LWN W J>MY LW B <YJ J<R NV< >RN W GCM JGDL,qal,wayq,,,,,,,,,
1911157,LQX[,1Qisaa,Isaiah,44,14,JQX,יקח ,L KRWT LW> >RZJM W JQX TRZH >LWN W J>MY LW> B <YJ J<R NV< >WRN W GCM JGDL,qal,wayy,,,,,,0,,,
227615,LQX[,MT,Isaiah,44,15,JQX,יִּקַּ֤ח ,W HJH L >DM L B<R W JQX MHM W JXM >P JFJQ W >PH LXM >P JP<L >L W JCTXW <FHW PSL W JSGD LMW,qal,wayq,,,MHM,מֵהֶם֙ ,0,,MHM,,
1911180,LQX[,1Qisaa,Isaiah,44,15,JQX,יקח ,W HGH L >DM L B<R W JQX MHMH W JXWM >P JFJQ W >PH LXM >W JP<L >L W JCTXW <FHW PSL W JSGWD LMW,qal,wayy,,,,,,0,,,
227689,CWB[,MT,Isaiah,44,19,JCJB,יָשִׁ֣יב ,W L> JCJB >L LBW W L> D<T W L> TBWNH L >MR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM >YLH BFR W >KL W JTRW L TW<BH ><FH L BWL <Y >SGWD,hif,impf,,,>L LBW,אֶל־לִבֹּ֗ו ,0,,>L,,
1911262,CWB[,1Qisaa,Isaiah,44,19,JCJB,ישיב ,W LW> JCJB >L LBW W LW> D<T W LW> TBWNH L >MWR L >MWR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM W >YLH BFR W >WKLH W JTRW L TW<BWT ><FH L BLWJ <Y >SGWD,hifil,impf,,,,,,0,,,
227766,CWB[,MT,Isaiah,44,22,CWBH,שׁוּבָ֥ה ,MXJTJ K <B PC<JK W K <NN XV>WTJK CWBH >LJ KJ G>LTJK,qal,impv,,,>LJ,אֵלַ֖י ,0,,>LJ,,
1911339,CWB[,1Qisaa,Isaiah,44,22,CWBH,שוב׳ה ,MXJTJ K <B PC<KH W K <NN XV>WTJKH CWBH >LJ KJ> G>LTJKH,qal,impv,,,,,,0,,,
227821,CWB[,MT,Isaiah,44,25,MCJB,מֵשִׁ֧יב ,MPR >TWT BDJM W QSMJM JHWLL MCJB XKMJM >XWR W D<TM JFKL,hif,ptca,,,>XWR,אָחֹ֖ור ,0,,,,
1911399,CWB[,1Qisaa,Isaiah,44,25,MCJB,משיב ,MPR >WTWT BDJM W QSMJM JHWLL MCJB XKMJM >XWR W D<TM JSKL,hifil,ptca,,,,,,0,,,
227462,BW>[,MT,Isaiah,44,7,TB>NH,תָּבֹ֖אנָה ,W MJ KMWNJ JQR> W JGJDH W J<RKH LJ M FWMJ <M <WLM W >TJWT W >CR TB>NH JGJDW LMW,qal,impf,,,,,,,,,
1911019,BW>[,1Qisaa,Isaiah,44,7,TBW>JNH,תבואינה ,W MJ> KMWNJ JQR> W JGJDH W J<RWKHH LW> M FJMW <M <WLM W >WTJWT JW>MR >CR TBW>JNH JGJDW LMW,qal,impf,,,,,,0,,,
228090,CLX[,MT,Isaiah,45,13,JCLX,יְשַׁלֵּ֔חַ ,>NKJ H<JRTHW B YDQ W KL DRKJW >JCR HW> JBNH <JRJ W GLWTJ JCLX L> B MXJR W L> B CXD >MR JHWH YB>WT,piel,impf,,,,,,,,,
1911683,CLX[,1Qisaa,Isaiah,45,13,JCLX,ישלח ,>NWKJ H<JRWTJHW B YDQ W KWL DRKJW >JCR HW>H JBNH <JRJ W GLTJ> JCLX LW> B MXJR W LW> B CWXWD >MR JHWH YB>WT,piel,impf,,,,,,0,,,
228114,<BR[,MT,Isaiah,45,14,J<BRW,יַעֲבֹ֨רוּ֙ ,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,qal,impf,JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH,יְגִ֨יעַ מִצְרַ֥יִם וּֽסְחַר־כּוּשׁ֮ וּסְבָאִים֮ אַנְשֵׁ֣י מִדָּה֒ ,<LJK,עָלַ֤יִךְ ,0,,<LJK,,
228123,<BR[,MT,Isaiah,45,14,J<BRW,יַעֲבֹ֑רוּ ,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,qal,impf,,,,,,,,,
1911707,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,יעבורו ,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,qal,impf,,,,,,0,,,
1911715,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,יעבורו ,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,qal,impf,,,,,,0,,,
228119,HLK[,MT,Isaiah,45,14,JLKW,יֵלֵ֔כוּ ,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,qal,impf,,,>XRJK,אַחֲרַ֣יִךְ ,0,,,,
1911712,HLK[,1Qisaa,Isaiah,45,14,JLKW,ילכו ,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,qal,impf,,,,,,0,,,
228150,HLK[,MT,Isaiah,45,16,HLKW,הָלְכ֣וּ ,BWCW W GM NKLMW KLM JXDW HLKW B KLMH XRCJ YJRJM,qal,perf,XRCJ YJRJM,חָרָשֵׁ֖י צִירִֽים׃ ,,,,,,,
1911746,HLK[,1Qisaa,Isaiah,45,16,JLKW,ילכו ,BWCW W GM NKLMW KWLMH JXDJW W JLKW B KLMH XWRCJ YWRJM,qal,impf,,,,,,0,,,
227906,HLK[,MT,Isaiah,45,2,>LK,אֵלֵ֔ךְ ,>NJ L PNJK >LK W HDWRJM >WCR DLTWT NXWCH >CBR W BRJXJ BRZL >GD<,qal,impf,>NJ,אֲנִי֙ ,,,,,,,
1911488,HLK[,1Qisaa,Isaiah,45,2,>LK,אלך ,>NJ L PNJKH >LK W HRRJM J>WCR DLTWT NXWCH >CBWR W BRJXJ BRZL >GD<,qal,impf,,,,,,0,,,
228222,BW>[,MT,Isaiah,45,20,B>W,בֹ֛אוּ ,HQBYW W B>W HTNGCW JXDW PLJVJ H GWJM L> JD<W H NF>JM >T <Y PSLM W MTPLLJM >L >L L> JWCJ<,qal,impv,,,,,,,,,
1911823,BW>[,1Qisaa,Isaiah,45,20,BW>W,בואו ,HQBYW W BW>W HTNGCW W >TJW PLJVJ H GW>JM LW> JD<W H NWF>JM >T <Y PSLMH W MTPLLJM >L >L LW> JWCJ<,qal,impv,,,,,,0,,,
228223,NGC[,MT,Isaiah,45,20,HTNGCW,הִֽתְנַגְּשׁ֥וּ ,HQBYW W B>W HTNGCW JXDW PLJVJ H GWJM L> JD<W H NF>JM >T <Y PSLM W MTPLLJM >L >L L> JWCJ<,hit,impv,,,,,,,,,
1911824,NGC[,1Qisaa,Isaiah,45,20,HTNGCW,התנגשו ,HQBYW W BW>W HTNGCW W >TJW PLJVJ H GW>JM LW> JD<W H NWF>JM >T <Y PSLMH W MTPLLJM >L >L LW> JWCJ<,hitpael,impv,,,,,,0,,,
